system;sector;region;grid
Ssori;Klina;Outer Rim Territories;S-13
Sunin;Tharin;Outer Rim Territories;S-8
Staggec;Bajic;Outer Rim Territories;P-17
Sunrise;;Unknown Regions;F-7
Stalimur;Tion Hegemony;Outer Rim Territories;S-6
Sunshi;Rseik;Outer Rim Territories;N-20
Stalsinek;Hapes Cluster;Inner Rim;O-9
Suntilla;;Colonies;N-12
StarForge Nebula;Ado;Mid Rim;M-17
Suolriep;Suolriep;Outer Rim Territories;S-8
Starlag;Hevvrol;Mid Rim;O-15
Surakkea;Terr'skiar;Mid Rim;P-10
Starlyte Station;Ado;Mid Rim;M-17
Suraz;Kalamith (Mirrin);Outer Rim Territories;P-5
Starport Borgo;Oricho;Outer Rim Territories;M-6
Surcaris;Trans-Vulta;Mid Rim;O-7
StarStation 12;;Wild Space;O-20
Surd Nebula;Atravis;Outer Rim Territories;L-19
Starswarm Cluster;Koros;Deep Core;L-10
Surdapan Station;Ojoster;Outer Rim Territories;N-7
Stassia;;Deep Core;L-10
Suria;Bajic;Outer Rim Territories;P-17
Station 88;Vorc;Mid Rim;J-7
Surpossia;Cyrillian Protectorate;Expansion Region;O-12
Station Zeta;;Inner Rim;K-14
Surron;Surron;Expansion Region;O-13
Steelious;;Core Worlds;K-13
Suurja;Ojoster;Outer Rim Territories;N-7
Steergard;Woostri;Expansion Region;M-16
Sva'leer;Corva;Outer Rim Territories;P-3
Stellan;Hunnoverrs;Outer Rim Territories;R-16
Svaaha;;Core Worlds;K-9
Svivren;Svivreni;Outer Rim Territories;O-19
Talravin;;Core Worlds;M-10
Svolten;Esstran (Sith Worlds);Outer Rim Territories;R-4
Talrezan;Tandon;Mid Rim;Q-14
Swarquen;Videnda;Outer Rim Territories;M-18
Taltos;Ado;Mid Rim;M-17
Swedlan;Kathol;Outer Rim Territories;M-21
Talu;Ojoster;Outer Rim Territories;N-7
Swellen;Airam;Outer Rim Territories;L-20
Talvaria;Phelleem;Outer Rim Territories;S-7
Switchmount;Gendius;Mid Rim;J-17
Tamazall;Boeus;Expansion Region;M-15
Sy Myrth;Jospro;Outer Rim Territories;S-7
Tamban;;Core Worlds;K-10
Syboona;Danjar;Outer Rim Territories;N-18
Tamber;Tapani;Colonies;L-13
Symbia;Koros;Deep Core;K-10
Tamboon;Tungra;Outer Rim Territories;K-19
Syndaar;Thrasybule;Outer Rim Territories;P-6
Tambor Station;Belasco;Expansion Region;P-11
Syned;Grumani;Outer Rim Territories;N-17
Tammar;Tharin;Outer Rim Territories;T-8
Syngia;Sertar;Outer Rim Territories;R-5
Tammuz-an;Tammuz;Outer Rim Territories;T-14
Syni;;Wild Space;P-19
Tamra;Tolonda;Outer Rim Territories;Q-17
Synistahg;Lothal;Outer Rim Territories;U-7
Tamsye Prime;Thanium;Outer Rim Territories;R-5
Synjax;Maldrood;Mid Rim;R-7
Tanaria;Esuain;Mid Rim;P-7
Syruss;Pakuuni;Outer Rim Territories;T-5
Tancon;Koradin;Outer Rim Territories;J-18
Syvris;Al'Nasrl;Outer Rim Territories;T-13
Tanda;Tapani;Colonies;L-13
T'olan;Tiala;Mid Rim;K-7
Tandankin;Spadja;Outer Rim Territories;R-6
T'surr;Nuon e Safyd;Expansion Region;P-12
Tandgor;Sertar;Outer Rim Territories;R-5
Ta'klah;Jjannex;Outer Rim Territories;L-18
Tandhor;Kwymar;Outer Rim Territories;P-4
Taanab;;Inner Rim;O-8
Tandis;;Inner Rim;N-8
Tabiid;Perkell;Mid Rim;Q-7
Tandun;Kalamith;Outer Rim Territories;P-5
Taboon;Airon;Inner Rim;O-10
Tangar;Fath;Outer Rim Territories;K-6
Taborin;Mayagil;Outer Rim Territories;M-18
Tangenine;Tangenine;Core Worlds;M-12
Tah'Nuhna;Haserian;Mid Rim;Q-14
Tanger;Tapani;Colonies;L-13
Tahina;Chorlian;Outer Rim Territories;R-4
Tangrada-Nii;;Core Worlds;K-13
Tahini;;Inner Rim;L-14
Tangrene;Morshdine;Outer Rim Territories;O-4
Tahlboor;Thanium;Outer Rim Territories;R-5
Tanis;Atravis;Outer Rim Territories;L-19
Tais Brabbo;Shadola;Outer Rim Territories;U-8
Tanjay;;Core Worlds;K-9
Taka Shier;Tharin;Outer Rim Territories;S-8
Tanquilla Beach;Kathol;Outer Rim Territories;M-21
Takobo;Noonian;Outer Rim Territories;N-6
Tansyl;Iskin;Mid Rim;O-16
Takodana;Tashtor;Mid Rim;J-16
Tanta Aurek;Grumani;Outer Rim Territories;M-17
Tal Nami;;Hutt Space;R-9
Tanta Besh;Grumani;Outer Rim Territories;M-17
Tal Pi;D'Astan;Outer Rim Territories;P-5
Tantajo;Halori;Mid Rim;P-7
Tala;;Inner Rim;N-9
Tantara;;Inner Rim;K-8
Talasea;Morobe;Colonies;N-11
Tanthior;Corellian;Core Worlds;M-11
Talay;Dufilvian;Mid Rim;Q-16
Tantiss Station;Dalonbian;Outer Rim Territories;M-3
Talcene;Talcene;Mid Rim;Q-8
Tantive;Kwymar;Outer Rim Territories;Q-4
Talcharaim;Hapes Cluster;Inner Rim;O-9
Tanto Winn;Alui;Mid Rim;O-17
Talcim Cluster;Cegul;Outer Rim Territories;M-20
Tantra;Tantra;Outer Rim Territories;M-19
Taldorrah;Baroli;Expansion Region;N-14
Tantsor;;Unknown Regions;I-5
Taldot;Taldot;Mid Rim;Q-9
Tanya;Tapani;Colonies;L-13
Talesia;Sarka;Mid Rim;Q-8
Tanzis;Tapani;Colonies;L-13
Talfaglio;Corellian;Core Worlds;M-11
Tao-Grant;Manda;Mid Rim;R-15
Talhovi;Juvex;Mid Rim;L-18
Tar Morden;Vensensor;Expansion Region;K-16
Talir;Tharin (Karstaxon);Outer Rim Territories;S-8
Tarabba Prime;Tarabba;Outer Rim Territories;M-19
Talivar;Chorlian;Outer Rim Territories;S-4
Taral;Calamari;Outer Rim Territories;U-7
Tallaan;Tapani;Colonies;L-13
Taraloon;Surron;Expansion Region;O-13
Tallaso;D'Aelgoth;Mid Rim;K-17
Taratos;;Inner Rim;J-14
Tallek;Dalicron;Outer Rim Territories;K-19
Tarawa;Steniplis;Outer Rim Territories;L-19
Tallia;;Core Worlds;K-10
Tarchalia;Luuq;Mid Rim;L-7
Talofan;Bajic;Outer Rim Territories;P-18
Targappia;;Colonies;N-12
Talor;Varada;Outer Rim Territories;H-19
Targarth;Corosi;Outer Rim Territories;M-6
Taloraan;;Expansion Region;I-15
Targonn;;Outer Rim Territories;U-7
Taloron;;Wild Space;I-6
Targusian;Rayter;Outer Rim Territories;J-19
Talpiddi;Koradin;Outer Rim Territories;I-18
Targyon;Nembus;Outer Rim Territories;P-5
Tarhassan;Harron;Expansion Region;O-11
Tel;Halthor;Outer Rim Territories;L-6
Taria;Lifh;Mid Rim;R-8
Tel Minor;Brak;Expansion Region;O-14
Taris;Ojoster (Taris);Outer Rim Territories;N-7
Telanka;Svivreni;Outer Rim Territories;O-19
Tarivo;Lantillian;Mid Rim;P-9
Telaris;Pakuuni;Outer Rim Territories;T-6
Tarkenia;Karthakk;Outer Rim Territories;Q-17
Telepan;;Core Worlds;M-11
Tarlandia;;Core Worlds;L-9
Telerath;Nouane;Inner Rim;N-7
Tarlia;Dalicron;Outer Rim Territories;K-20
Teljkon;Kossa;Expansion Region;O-11
Tarmidia;Kailion;Expansion Region;O-13
Telkadis;Greater Plooriod;Expansion Region;M-7
Tarn;Doldur;Mid Rim;P-15
Telkur Station;Hapes Cluster;Inner Rim;O-9
Tarnith;Ojoster;Outer Rim Territories;N-7
Tellanada;Bruanii;Mid Rim;K-18
Tarnoonga;Arkanis;Outer Rim Territories;R-17
Tellanroaeg;Gaulus;Outer Rim Territories;S-17
Tarolax;Jidlor Marches;Mid Rim;I-15
Tellik;;Inner Rim;N-7
Taronda;Corbett;Mid Rim;I-17
Tellivar;;Colonies;M-9
Taroon;Rseik;Outer Rim Territories;N-20
Tellon;Sombure;Mid Rim;K-17
Tarsa;D'Aelgoth;Mid Rim;L-17
Teloc Ol-sen;Eclorar;Mid Rim;Q-12
Tarshan;Maerdocian;Mid Rim;Q-12
Telos;Kwymar;Outer Rim Territories;Q-4
Tarsunt;Bothan;Mid Rim;R-14
Telti;;Inner Rim;N-10
Tartaglia;Hollan;Mid Rim;M-7
Temako;Antemeridian;Outer Rim Territories;R-7
Tartaria;Alderaan;Core Worlds;M-10
Temerancé;Merel;Outer Rim Territories;Q-19
Tas-La;;Hutt Space;S-9
Temesher;Lantillian;Mid Rim;P-9
Tasariq;;Inner Rim;J-14
Tempes;Atravis;Outer Rim Territories;L-20
Tascollan Nebula;Abrion;Outer Rim Territories;S-15
Tenara;Gordian Reach;Outer Rim Territories;Q-6
Tashtor Seneca;Tashtor;Mid Rim;J-16
Tendo;Quess;Mid Rim;N-17
Taskeed;Tharin;Outer Rim Territories;S-7
Tenoo;Bri'ahl;Outer Rim Territories;I-17
Taspir;Dynali;Outer Rim Territories;J-3
Tensor;;Core Worlds;M-10
Tasrin;;Colonies;N-10
Tentator;;Colonies;L-9
Tassahondee Station;Parmel;Outer Rim Territories;O-18
Tentraxis;;Inner Rim;N-9
Tassar;D'Astan;Outer Rim Territories;P-5
Tentrix;Baroli;Expansion Region;N-15
Tassio Moon;Kuat;Core Worlds;M-10
Tenupe;;Wild Space;I-8
Tastiged;Oricho;Outer Rim Territories;M-6
Tepasi;Tagge Space;Core Worlds;L-9
Tatooine;Arkanis;Outer Rim Territories;R-16
Teptixii;;Unknown Regions;I-4
Tauber;Jaso;Inner Rim;L-14
Ter Abbes;Locris;Expansion Region;O-8
Tavitz;Tapani;Colonies;L-13
Teralov;Ash Worlds;Outer Rim Territories;T-6
Tavya;Tapani;Colonies;L-13
Terephon;Hapes Cluster;Inner Rim;O-9
Taw Provode;Nuiri;Outer Rim Territories;Q-6
Teres Lutha Minor;Farrfin;Core Worlds;K-9
Tawl;Tungra;Outer Rim Territories;K-18
Tergamenion;Grumani;Outer Rim Territories;M-17
Tay'ah'loo;Elbaran;Mid Rim;J-17
Teriona;Spirva;Mid Rim;L-17
Tazan;Merthian;Expansion Region;N-13
Teriq Noi;Trailing Grant;Expansion Region;J-15
Tcoleet;;Colonies;N-10
Terman;Tharin (Periphery);Outer Rim Territories;S-8
TD-10036-EM-1271;Montitian Grant;Expansion Region;J-15
Terminus;Kallea;Outer Rim Territories;K-20
Te Hasa;Veragi (Gree Enclave);Outer Rim Territories;K-2
Ternin;Alchenaut;Expansion Region;L-16
Teagan;Kwymar;Outer Rim Territories;Q-4
Terr'skiar;Terr'skiar;Mid Rim;P-10
Teardrop;Shelsha;Colonies;M-9
Terra Sool;Immeria;Expansion Region;O-14
Tebru;Juris;Outer Rim Territories;P-17
TerraAsta;;Colonies;L-9
Tedel;Ehosiq;Expansion Region;L-8
Terrelia;;Inner Rim;L-14
Tedonia;Khuiumin;Outer Rim Territories;O-18
Terrijo;Venzeiia;Expansion Region;O-12
Teedio;Auril;Outer Rim Territories;R-7
Tertiary Feswe;Gordian Reach;Outer Rim Territories;P-6
Teevan;Kalamith;Outer Rim Territories;P-5
Tertiary Fujar;Tamarin;Outer Rim Territories;N-19
Tefau;Suolriep;Outer Rim Territories;S-9
Tertiary Kesmere;Raioballo;Outer Rim Territories;L-4
Tegrat;Koradin;Outer Rim Territories;J-18
Tertiary Usaita;;Inner Rim;M-13
Teh'Jar;Minos Cluster;Outer Rim Territories;M-20
Tervissis;Sertar;Outer Rim Territories;R-5
Tehar;;Mid Rim;I-7
Tessen;Phelleem;Outer Rim Territories;S-7
Tei-Untis;;Core Worlds;K-10
Teth;Baxel;Outer Rim Territories;U-12
Teirasa;Iskin;Mid Rim;O-16
Tetso;;Core Worlds;M-10
Teklos;;Inner Rim;L-14
Tevel;Prefsbelt;Outer Rim Territories;J-5
Tekurr'k;Senex;Mid Rim;L-18
Tevraki;;Colonies;N-9
Tevu;Arc d'Stot;Expansion Region;K-16
ThonBoka Nebula;Centrality;Outer Rim Territories;U-8
Teya;Lostar;Expansion Region;M-7
Thonner;Zuma (Moddell);Outer Rim Territories;H-16
Teyr;;Colonies;L-13
Thoran;Bothan;Mid Rim;R-14
Th'irus;;Wild Space;S-4
Thorat;Galov;Outer Rim Territories;T-14
Thabeska;Morshdine;Outer Rim Territories;O-5
Thorgeld;;Core Worlds;L-9
Thabit;;Inner Rim;M-14
Thornhedge Nebula;Terr'skiar;Mid Rim;P-10
Thaere;Thaere;Expansion Region;O-14
Thorsgild;Meerian;Outer Rim Territories;N-7
Thairwsthis;M'shinni;Mid Rim;M-7
Thorum;Vendusii;Mid Rim;P-16
Thakwaa;Tunka;Outer Rim Territories;I-19
Thory Prime;Thory;Mid Rim;K-7
Thalassia;Meram;Outer Rim Territories;P-4
Thosa;Wyl;Outer Rim Territories;R-4
Thaldo;Graador;Mid Rim;J-17
Thousand Moons;Circarpous;Expansion Region;O-12
Thandon Nebula;Corporate Sector;Outer Rim Territories;S-3
Thovinack;Kanz;Outer Rim Territories;N-4
Thandruss;Thand;Expansion Region;J-15
Thracior;;Core Worlds;K-12
Thanium;Thanium;Outer Rim Territories;R-6
Thrad;Phelleem;Outer Rim Territories;S-7
Thannt;Ryndellian;Mid Rim;O-17
Thrago;Chiss Space*;Unknown Regions;H-8
Thanta Zilbra;Xappyh;Outer Rim Territories;Q-3
Thraisai;;Wild Space;U-9
Thape;Lambda;Mid Rim;Q-15
Thrakia;Hapes Cluster;Inner Rim;O-9
Tharados;Onatos;Mid Rim;R-15
Thrantin;Ollonir Boundaries;Colonies;J-9
Tharben;Kastolar;Mid Rim;R-10
Threfal;Iska;Mid Rim;J-16
Tharkos;Thanium;Outer Rim Territories;R-6
Threndria;Yminis;Outer Rim Territories;S-15
Tharl;Zuma (Sugai);Outer Rim Territories;H-16
Thrinittik;;Colonies;L-8
Tharnaka;Seitia;Outer Rim Territories;K-19
Throffdon;;Inner Rim;J-9
Thassalia;Albanin;Outer Rim Territories;U-12
Throova;;Colonies;M-12
Thaylia;Sprizen;Outer Rim Territories;N-5
Thrugii;Kibilini;Outer Rim Territories;Q-17
Theal;;Mid Rim;J-15
Thrynka;Dohlbani;Mid Rim;R-14
Thearterra;Chiss Space*;Unknown Regions;E-8
Thule;Esstran;Outer Rim Territories;Q-5
Thebeon;;Core Worlds;K-12
Thulia;Kurost;Mid Rim;Q-12
Thedavio;;Expansion Region;I-8
Thull's Shroud;Senex;Mid Rim;L-17
Thela;Aparo;Outer Rim Territories;R-4
Thull's Vault;Juvex;Mid Rim;K-18
Thelj;Airam;Outer Rim Territories;M-20
Thumbsnapper's Bridge;Phelleem;Outer Rim Territories;S-7
Thelpi;;Inner Rim;K-14
Thuna;;Wild Space;I-6
Themis;;Inner Rim;L-15
Thune;Wazta;Outer Rim Territories;I-18
Thennqor;Sarka;Mid Rim;Q-8
Thurhanna Minor;Tynquay;Outer Rim Territories;R-4
Therenor;Doldur;Mid Rim;P-15
Thustra;Sumitra;Expansion Region;O-7
Thermon;Juvex;Mid Rim;L-17
Thyferra;Jaso;Inner Rim;L-14
Theron;Vilonis;Mid Rim;O-16
Thyron;;Colonies;M-9
Theros Major;Hollan;Mid Rim;M-7
Thyrsus;;Inner Rim;M-8
Theselon;Hapes Cluster;Inner Rim;O-9
Tibrin;Hadar;Mid Rim;L-18
Thesme;Thesme;Outer Rim Territories;O-5
Tibro;Baronos;Colonies;N-9
Thession;Bortele;Mid Rim;S-8
Tiems;Belderone;Outer Rim Territories;R-6
Thiafeña;Mulgard;Mid Rim;N-16
Tieos;Abrion;Outer Rim Territories;S-15
Thila;Illisurevimurasi;Outer Rim Territories;Q-4
Tierell;Thesme;Outer Rim Territories;O-6
Thisspias;Farstey;Expansion Region;O-8
Tierfon;Sumitra;Expansion Region;O-7
Thixia;Alderaan;Core Worlds;M-10
Tiferep Major;D'Aelgoth;Mid Rim;L-17
Thoadeye;;Deep Core;M-11
Tifnyl;Elrood;Outer Rim Territories;M-19
Thobek;Farlax;Core Worlds;K-10
Tiikae;Koradin;Outer Rim Territories;J-18
Thodia;Perkell;Mid Rim;Q-7
Tiisheraan;;Core Worlds;L-13
Thokos;;Core Worlds;L-9
Tikath;Noonian;Outer Rim Territories;M-6
Thokosia;Maerdocian;Mid Rim;Q-13
Till Chorios;Meridian;Outer Rim Territories;R-6
Tholatin;Mytaranor;Mid Rim;P-10
Tillo;Tapani;Colonies;L-13
Tholaz;Farlax;Core Worlds;K-10
Tilth;;Colonies;M-12
Tholian;Meram;Outer Rim Territories;P-4
Tilurus;Kessel;Outer Rim Territories;T-10
Tholon;;Wild Space;H-17
Timbra Ott;Kathol;Outer Rim Territories;M-21
Tholoth;;Colonies;N-12
Timja;Suolriep;Outer Rim Territories;S-8
Thomork;;Core Worlds;L-12
Timora;Bakura;Outer Rim Territories;G-16
Thomquizzar;Meerian;Outer Rim Territories;O-6
Tinallis;Juvex;Mid Rim;L-18
Tinia;Zeemacht Cluster;Inner Rim;N-8
Torrad;Talcene;Mid Rim;Q-8
Tinnel;Quanta;Core Worlds;M-12
Torrenoteer;Spadja;Outer Rim Territories;R-5
Tinoon;Javin (Anoat);Outer Rim Territories;K-18
Torria;;Core Worlds;M-12
Tinta;Hapes Cluster;Inner Rim;O-9
Tortali;Airam;Outer Rim Territories;L-19
Tintel;Belasco;Expansion Region;P-11
Torve;Brak;Expansion Region;O-14
Tinuvia;Tragan Cluster;Outer Rim Territories;N-5
Toshara;Cadma;Outer Rim Territories;T-8
Tion;Tion Hegemony;Outer Rim Territories;S-5
Toskhowwl;Ottega;Mid Rim;M-6
Tirac Munda;Hevvrol;Mid Rim;P-15
Tosste;Atravis;Outer Rim Territories;L-19
Tiragga;Mieru'kar;Outer Rim Territories;N-3
Tothis;Corporate Sector;Outer Rim Territories;S-3
Tirahnn;Zeemacht Cluster;Inner Rim;N-8
Touksingal;Corva;Outer Rim Territories;P-3
Tirn;Esstran;Outer Rim Territories;Q-5
Tourani;Yucrales;Mid Rim;R-15
Tirsa;Corporate Sector;Outer Rim Territories;S-4
Tovarskl;;Wild Space;J-4
Tisht;;Hutt Space;T-11
Tovash Tchii;Alui;Mid Rim;O-17
Tiss'sharl;Xappyh;Outer Rim Territories;R-4
Tovio;Aida;Mid Rim;Q-13
Tizon;Farlax;Core Worlds;K-10
Toydaria;;Hutt Space;R-11
Tlactehon;Kailion;Expansion Region;O-13
Tozeer;Hunnoverrs;Outer Rim Territories;R-16
Tlönia;Demetras;Outer Rim Territories;P-7
Tozil;Tashtor;Mid Rim;J-16
To'hok Neige;Kriz;Outer Rim Territories;J-18
Tragrud;Tharin (Periphery);Outer Rim Territories;S-8
Tocan;Sumitra;Expansion Region;N-7
Trailia;Lothal;Outer Rim Territories;U-7
Tocco;Tapani;Colonies;L-13
Tralfin;Xappyh;Outer Rim Territories;Q-3
Tocoya;Ktilac Regions;Inner Rim;N-9
Tralgaria;Parmic;Outer Rim Territories;P-18
Todirium;Demetras;Outer Rim Territories;P-7
Trallan;;Colonies;K-9
Todola;Albarrio;Outer Rim Territories;K-5
Tramanos;Grumani;Outer Rim Territories;N-17
Todouhar;Seswenna;Outer Rim Territories;M-18
Trammen;Harron;Expansion Region;O-11
Togominda;Javin (Yarith);Outer Rim Territories;K-18
Trammis;Centrality;Outer Rim Territories;U-8
Togoria;Taldot;Mid Rim;P-9
Tran Mariel;Farlax;Core Worlds;K-10
Tokmia;Javin (Anoat);Outer Rim Territories;K-18
Tranchar;Belderone;Outer Rim Territories;R-6
Tokuut;Demetras;Outer Rim Territories;P-7
Trancret;Perkell;Mid Rim;Q-7
Tol Ado;Seitia;Outer Rim Territories;K-19
Transel;;Colonies;L-13
Tol Amn;;Hutt Space;R-11
Tranthellix;Senex;Mid Rim;L-18
Tolan;;Colonies;L-9
Trantor;;Core Worlds;M-10
Toledian;Narrant;Mid Rim;I-16
Traptoforia;Thrasybule;Outer Rim Territories;P-6
Tolfrania;;Inner Rim;N-9
Trascor;Corva;Outer Rim Territories;P-3
Tolig;Mayagil;Outer Rim Territories;N-18
Trasemene;Phelleem;Outer Rim Territories;S-7
Tollello;Dail;Outer Rim Territories;Q-18
Trasse;Sarka;Mid Rim;Q-8
Tomark;Ividal;Mid Rim;Q-14
Trassitan;Veragi;Outer Rim Territories;L-3
Tomo-Reth;;Inner Rim;L-14
Traval-Pacor;Pacor;Mid Rim;K-7
Ton-Falk;Pakuuni;Outer Rim Territories;T-5
Travnin;Minos Cluster;Outer Rim Territories;M-20
Tonnis;Tonnis;Inner Rim;I-9
Travyx;Halm;Mid Rim;J-16
Toola;Nilgaard;Outer Rim Territories;S-5
Trebela;Altier;Expansion Region;O-13
Tooma;Colundra;Outer Rim Territories;S-5
Treffani;Treffani;Expansion Region;O-14
Toong'l;Jubilar;Outer Rim Territories;T-7
Tregillis;Tregillis;Expansion Region;M-15
Toorja;Tapani;Colonies;L-13
Trellen;;Core Worlds;M-10
Toprawa;Kalamith;Outer Rim Territories;P-5
Trenchenovu;Kriz;Outer Rim Territories;K-19
Torch Nebula;Torch Nebula;Outer Rim Territories;P-19
Trendivar;Hunnoverrs;Outer Rim Territories;R-16
Toria-vic Nebula;;Wild Space;S-3
Trenwyth;Stensen;Outer Rim Territories;I-16
Torina;Elrood;Outer Rim Territories;M-19
Tresidiss;Quence;Outer Rim Territories;P-18
Torize;Kathol;Outer Rim Territories;M-21
Trevi;Quess;Mid Rim;N-17
Torku;;Inner Rim;M-13
Trevura;;Inner Rim;K-14
Tormin;Prackla;Expansion Region;O-8
Treylon;;Colonies;L-13
Torn Station;Mytaranor;Mid Rim;P-10
Tri-Barr Station;;Inner Rim;N-11
Torolis;Bothan;Mid Rim;Q-13
Trian;Trianii Space*;Wild Space;R-3
Torost;Bryx;Mid Rim;R-7
Triellus;Jospro;Outer Rim Territories;R-7
Torphlus;Roche;Mid Rim;Q-8
Triewahl;Homon;Mid Rim;M-7
Torpris;Uoti;Core Worlds;K-9
Trif;Ciutric;Outer Rim Territories;N-4
Torque;Gordian Reach;Outer Rim Territories;P-6
Triffis;Hevvrol;Mid Rim;O-15
Trigalis;Juris;Outer Rim Territories;P-17
Twilight Void, The;;Unknown Regions;D-7
Trigaskian Blur;;Wild Space;W-10
Twin Nebulae;Javin;Outer Rim Territories;K-18
Triitus;Corva;Outer Rim Territories;P-4
Twin Sun Station;Garis;Outer Rim Territories;N-17
Trillia;Imberlin;Expansion Region;P-13
Twins, The;Obtrexta;Outer Rim Territories;K-4
Trindello;Zuma (Moddell);Outer Rim Territories;H-16
Twith;;Core Worlds;K-9
Trinith;Mondress;Expansion Region;I-7
Twon Ketee;Quence;Outer Rim Territories;P-18
Trinovat;Gordian Reach;Outer Rim Territories;P-6
Tyan;Tyan;Mid Rim;K-7
Trinta;Halthor;Outer Rim Territories;L-6
Tyaonon;;Wild Space;R-18
Trionak;Javin (Yarith);Outer Rim Territories;J-18
Tyberious;;Inner Rim;L-8
Tristall;;Colonies;L-9
Tydane;Bryx;Mid Rim;R-7
Triton;Mayagil;Outer Rim Territories;M-18
Tyed Kant;;Core Worlds;M-10
Trivar;Nuiri;Outer Rim Territories;Q-6
Tyegin;;Inner Rim;O-10
Trogan;Jospro;Outer Rim Territories;R-7
Tyluun;Juvex;Mid Rim;L-18
Troglofa;Belderone;Outer Rim Territories;R-6
Tyne Albamon;Rseik;Outer Rim Territories;N-20
Troika;Colundra;Outer Rim Territories;S-5
Tyne's Horky;Teraab;Mid Rim;Q-11
Troiken;Colundra;Outer Rim Territories;S-5
Tynna;Tynna;Expansion Region;N-14
Troos;Gordian Reach;Outer Rim Territories;Q-5
Typhonic Nebula;Trax;Mid Rim;Q-11
Trosh;Cegul;Outer Rim Territories;L-20
Tyrellia;Minos Cluster;Outer Rim Territories;M-20
Troska;Dantus;Outer Rim Territories;J-6
Tyria;Hevvrol;Mid Rim;P-15
Troxar;Bes Ber Bikade;Expansion Region;L-15
Tyrusia;;Inner Rim;N-8
Trundalki;Xan;Mid Rim;Q-15
Tyshapahl;Kalamith;Outer Rim Territories;P-5
Trunska;;Colonies;J-13
Tythe;Savareen;Outer Rim Territories;Q-16
Trupellia;;Colonies;M-13
Tython;;Deep Core;K-10
Truuine;;Inner Rim;O-11
Tyus Cluster;Tyus;Mid Rim;N-16
Truuzdann;Corellian;Core Worlds;M-11
Tyybann;;Inner Rim;J-13
Truvi;Atravis;Outer Rim Territories;L-20
Tzarib;Mestani;Inner Rim;J-9
Truwel;Videnda;Outer Rim Territories;L-18
U-Tendik;Trans-Nebular;Mid Rim;Q-16
Trydara;Barsa;Mid Rim;J-6
U'Dray;Hook Nebula;Outer Rim Territories;O-18
Trymant;Subterrel;Outer Rim Territories;L-20
Uaua;Centrality;Outer Rim Territories;U-8
Tsaokallus;Talcene;Mid Rim;R-8
Uba;Barsa;Mid Rim;J-6
Tsevuka;Cademimu;Outer Rim Territories;M-6
Ubardia;;Colonies;N-12
Tsoss Beacon;;Deep Core;L-11
Ubduria;;Inner Rim;N-8
Tsukimitsurin;Churnis;Mid Rim;J-6
Ubertica;Barsa;Mid Rim;J-6
Tsukkia;Fakir;Colonies;K-9
Ubrikkia;Kastolar;Mid Rim;Q-10
Tsyk;;Hutt Space;T-13
Ubuuga;Halori;Mid Rim;Q-7
Tu'oon;Juris;Outer Rim Territories;P-17
Ucret;;Core Worlds;K-10
Tuerto;Brema;Outer Rim Territories;M-17
Udine;;Inner Rim;M-15
Tujiamoor;;Inner Rim;K-14
Udnil;Airam;Outer Rim Territories;M-20
Tulatharri Junction;Veragi;Outer Rim Territories;K-3
Udrin Cara;Lannik Wilds;Mid Rim;R-13
Tulpi;;Inner Rim;N-13
Ueda;Xappyh;Outer Rim Territories;Q-3
Tumani;Hapes Cluster;Inner Rim;O-9
Uhltenden;Thrasybule;Outer Rim Territories;P-6
Tumus;Tapani;Colonies;L-13
Ukatis;;Inner Rim;L-15
Tun Wala;Ktilac Regions;Inner Rim;N-9
Ukio;Abrion;Outer Rim Territories;S-15
Tund;Centrality;Outer Rim Territories;U-8
Ulda Frav;Hangshan;Expansion Region;P-11
Tungra;Tungra;Outer Rim Territories;K-18
Ulicia;Corporate Sector;Outer Rim Territories;S-3
Tunguray;Brema;Outer Rim Territories;M-17
Ulion;Kuat;Core Worlds;M-10
Turak;Parmel;Outer Rim Territories;O-18
Ulkantha;Tharin;Outer Rim Territories;S-8
Turcan;Parmel;Outer Rim Territories;O-18
Ulmatra;;Hutt Space;S-10
Turclom;Dustig;Mid Rim;N-16
Ulness Prime;Merthian;Expansion Region;N-13
Turco Prime;Sarka;Mid Rim;Q-8
Ultaar;Bortele;Mid Rim;R-8
Tureen;Kriz;Outer Rim Territories;K-19
Umaren'k;;Unknown Regions;G-9
Turkana;Pakuuni;Outer Rim Territories;T-6
Umbara;Ghost Nebula;Expansion Region;P-10
Turrak;Tamarin;Outer Rim Territories;N-19
Umgul;Mulgard;Mid Rim;N-16
Turrani;Bheriz;Outer Rim Territories;U-11
Umme;Trilon;Outer Rim Territories;G-15
Tusken's Eye;;Wild Space;I-8
Umthyg;Juvex;Mid Rim;K-18
Tuttin;;Inner Rim;M-14
Unagin;Al'Nasrl;Outer Rim Territories;T-13
Unavartan;Gaulus;Outer Rim Territories;S-17
Uvadala;Ividal;Mid Rim;P-15
Unguule Nebula;;Wild Space;I-20
Uvena;Seswenna;Outer Rim Territories;M-18
Unnipar;;Wild Space;H-19
Uveron;;Colonies;M-9
Unox;Astal;Outer Rim Territories;P-18
Uviuy Exen;Shwuy;Colonies;L-9
Unroola Dawn;Doldur;Mid Rim;P-15
Uvoss;Cassander (Tadrin);Outer Rim Territories;K-5
Unzel;Lantillian;Mid Rim;P-9
Uyter;Lantillian;Mid Rim;P-9
Uogo'cor;Trax;Mid Rim;Q-10
V'shar;;Wild Space;U-15
